Address,Municipality,Locality,LAT,LONG,Updated,Zip,Distance Breaks,Distance Rank,Distance
844 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.49297259,-78.15994139,2019-09-11,23040,3.0 - 5.0 Mile,1409,4.53
292 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50177998,-78.16825194,2019-09-11,23040,3.0 - 5.0 Mile,1200,4.17
196 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50297974,-78.17508924,2019-09-11,23040,3.0 - 5.0 Mile,1261,4.29
6543 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53346042,-78.11684829,2019-09-11,23139,1.0 - 2.0 Mile,269,1.46
6528 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53299801,-78.11110255,2019-09-11,23139,1.0 - 2.0 Mile,315,1.62
274 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.52135358,-78.11960702,2019-09-11,23040,2.0 - 3.0 Mile,487,2.24
296 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.52096662,-78.12111358,2019-09-11,23040,2.0 - 3.0 Mile,492,2.26
123 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.5329082,-78.12025806,2019-09-11,23040,1.0 - 2.0 Mile,266,1.45
656 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.52988285,-78.17038698,2019-09-11,23040,2.0 - 3.0 Mile,617,2.72
92 OAK FOREST ROAD,Cumberland County,CUMBERLAND,37.53164924,-78.18696022,2019-09-11,23040,3.0 - 5.0 Mile,825,3.40
57 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.52041943,-78.20848713,2019-09-11,23040,3.0 - 5.0 Mile,1552,4.81
94 ALMOND LANE,Cumberland County,CUMBERLAND,37.50914807,-78.14844237,2019-09-11,23040,3.0 - 5.0 Mile,779,3.27
169 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.53488713,-78.21687075,2019-09-11,23040,3.0 - 5.0 Mile,1560,4.82
214 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.53090942,-78.1980058,2019-09-11,23040,3.0 - 5.0 Mile,1074,3.96
206 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.53029976,-78.19867002,2019-09-11,23040,3.0 - 5.0 Mile,1103,4.01
181 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.52953331,-78.20124954,2019-09-11,23040,3.0 - 5.0 Mile,1198,4.16
20 PURKEY LANE,Cumberland County,CUMBERLAND,37.52979081,-78.20304852,2019-09-11,23040,3.0 - 5.0 Mile,1240,4.24
19 PURKEY LANE,Cumberland County,CUMBERLAND,37.52913056,-78.20316583,2019-09-11,23040,3.0 - 5.0 Mile,1246,4.27
9 PURKEY LANE,Cumberland County,CUMBERLAND,37.52893998,-78.2018654,2019-09-11,23040,3.0 - 5.0 Mile,1221,4.21
170 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.52810511,-78.20170328,2019-09-11,23040,3.0 - 5.0 Mile,1228,4.23
157 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.52829613,-78.20343962,2019-09-11,23040,3.0 - 5.0 Mile,1263,4.31
42 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.52802474,-78.20709579,2019-09-11,23040,3.0 - 5.0 Mile,1380,4.50
902 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.52428346,-78.19808533,2019-09-11,23040,3.0 - 5.0 Mile,1205,4.18
10 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.52525419,-78.20675251,2019-09-11,23040,3.0 - 5.0 Mile,1420,4.57
94 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.5234972,-78.20575137,2019-09-11,23040,3.0 - 5.0 Mile,1427,4.58
93 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.52361298,-78.20745283,2019-09-11,23040,3.0 - 5.0 Mile,1471,4.65
101 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.52446871,-78.20730723,2019-09-11,23040,3.0 - 5.0 Mile,1452,4.62
80 FOREST ACRES LANE,Cumberland County,CUMBERLAND,37.52454464,-78.2138016,2019-09-11,23040,3.0 - 5.0 Mile,1623,4.93
73 FOREST ACRES LANE,Cumberland County,CUMBERLAND,37.52369699,-78.21445103,2019-09-11,23040,3.0 - 5.0 Mile,1685,4.99
69 FOREST ACRES LANE,Cumberland County,CUMBERLAND,37.52325838,-78.21397882,2019-09-11,23040,3.0 - 5.0 Mile,1679,4.98
68 FOREST ACRES LANE,Cumberland County,CUMBERLAND,37.52394326,-78.21341617,2019-09-11,23040,3.0 - 5.0 Mile,1622,4.93
66 FOREST ACRES LANE,Cumberland County,CUMBERLAND,37.52371937,-78.21306161,2019-09-11,23040,3.0 - 5.0 Mile,1616,4.92
48 FOREST ACRES LANE,Cumberland County,CUMBERLAND,37.52292802,-78.21215996,2019-09-11,23040,3.0 - 5.0 Mile,1601,4.90
69 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.52170826,-78.20797251,2019-09-11,23040,3.0 - 5.0 Mile,1516,4.74
65 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.52146374,-78.20808323,2019-09-11,23040,3.0 - 5.0 Mile,1524,4.76
357 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53715084,-78.14299464,2019-09-11,23040,1.0 - 2.0 Mile,240,1.36
365 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53694392,-78.14364571,2019-09-11,23040,1.0 - 2.0 Mile,248,1.39
28 THE WOO*,Cumberland County,CUMBERLAND,37.53575436,-78.14370837,2019-09-11,23040,1.0 - 2.0 Mile,270,1.47
32 THE WOO*,Cumberland County,CUMBERLAND,37.53520102,-78.14392768,2019-09-11,23040,1.0 - 2.0 Mile,281,1.51
42 THE WOO*,Cumberland County,CUMBERLAND,37.53463699,-78.14361102,2019-09-11,23040,1.0 - 2.0 Mile,293,1.53
53 THE WOO*,Cumberland County,CUMBERLAND,37.53418975,-78.14287185,2019-09-11,23040,1.0 - 2.0 Mile,294,1.54
57 THE WOO*,Cumberland County,CUMBERLAND,37.53336268,-78.1426705,2019-09-11,23040,1.0 - 2.0 Mile,311,1.59
71 THE WOO*,Cumberland County,CUMBERLAND,37.53276259,-78.14244527,2019-09-11,23040,1.0 - 2.0 Mile,318,1.63
75 THE WOO*,Cumberland County,CUMBERLAND,37.53202919,-78.14319003,2019-09-11,23040,1.0 - 2.0 Mile,333,1.69
52 THE WOO*,Cumberland County,CUMBERLAND,37.53402052,-78.14397889,2019-09-11,23040,1.0 - 2.0 Mile,308,1.58
58 THE WOO*,Cumberland County,CUMBERLAND,37.53343088,-78.14420977,2019-09-11,23040,1.0 - 2.0 Mile,317,1.62
68 THE WOO*,Cumberland County,CUMBERLAND,37.53283285,-78.14466877,2019-09-11,23040,1.0 - 2.0 Mile,328,1.67
74 THE WOO*,Cumberland County,CUMBERLAND,37.53231511,-78.14464841,2019-09-11,23040,1.0 - 2.0 Mile,336,1.70
450 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53554173,-78.15161284,2019-09-11,23040,1.0 - 2.0 Mile,341,1.72
452 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53528136,-78.15264047,2019-09-11,23040,1.0 - 2.0 Mile,355,1.76
466 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53496693,-78.1538166,2019-09-11,23040,1.0 - 2.0 Mile,371,1.82
472 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53478753,-78.15458153,2019-09-11,23040,1.0 - 2.0 Mile,377,1.86
296 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.53688247,-78.19351238,2019-09-11,23040,3.0 - 5.0 Mile,887,3.57
90 OAK FOREST ROAD,Cumberland County,CUMBERLAND,37.53113828,-78.18854693,2019-09-11,23040,3.0 - 5.0 Mile,864,3.49
289 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.53659916,-78.19442674,2019-09-11,23040,3.0 - 5.0 Mile,920,3.62
283 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.53619954,-78.19478134,2019-09-11,23040,3.0 - 5.0 Mile,946,3.65
277 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.53586977,-78.19497681,2019-09-11,23040,3.0 - 5.0 Mile,952,3.67
246 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.53221437,-78.19445339,2019-09-11,23040,3.0 - 5.0 Mile,978,3.75
73 OAK FOREST ROAD,Cumberland County,CUMBERLAND,37.52965666,-78.18944705,2019-09-11,23040,3.0 - 5.0 Mile,895,3.59
27 OAK FOREST ROAD,Cumberland County,CUMBERLAND,37.52699377,-78.18802557,2019-09-11,23040,3.0 - 5.0 Mile,919,3.62
700 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53018185,-78.17672623,2019-09-11,23040,2.0 - 3.0 Mile,692,2.99
21 OAK FOREST ROAD,Cumberland County,CUMBERLAND,37.52566208,-78.18722333,2019-09-11,23040,3.0 - 5.0 Mile,936,3.63
759 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.52491882,-78.18175481,2019-09-11,23040,3.0 - 5.0 Mile,835,3.42
687 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.52717135,-78.17513129,2019-09-11,23040,3.0 - 5.0 Mile,702,3.04
665 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.52749256,-78.17304307,2019-09-11,23040,2.0 - 3.0 Mile,680,2.94
663 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.52683504,-78.17173454,2019-09-11,23040,2.0 - 3.0 Mile,672,2.91
641 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.52815732,-78.17040595,2019-09-11,23040,2.0 - 3.0 Mile,640,2.80
613 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.52785746,-78.16710024,2019-09-11,23040,2.0 - 3.0 Mile,605,2.68
611 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.52897795,-78.16831547,2019-09-11,23040,2.0 - 3.0 Mile,602,2.68
591 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.52978947,-78.16270368,2019-09-11,23040,2.0 - 3.0 Mile,540,2.42
559 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53137426,-78.16141685,2019-09-11,23040,2.0 - 3.0 Mile,503,2.29
518 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53336389,-78.15848837,2019-09-11,23040,2.0 - 3.0 Mile,438,2.08
500 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.53408755,-78.15748148,2019-09-11,23040,2.0 - 3.0 Mile,420,2.00
143 MAXEYS MILL ROAD,Cumberland County,CUMBERLAND,37.5150032,-78.17822558,2019-09-11,23040,3.0 - 5.0 Mile,977,3.74
132 MAXEYS MILL ROAD,Cumberland County,CUMBERLAND,37.51602879,-78.1798753,2019-09-11,23040,3.0 - 5.0 Mile,985,3.75
198 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.53703622,-78.21426988,2019-09-11,23040,3.0 - 5.0 Mile,1464,4.64
76 TRENT LANE,Cumberland County,CUMBERLAND,37.49919923,-78.1782615,2019-09-11,23040,3.0 - 5.0 Mile,1447,4.61
30 TRENT LANE,Cumberland County,CUMBERLAND,37.49549844,-78.17753663,2019-09-11,23040,3.0 - 5.0 Mile,1544,4.80
651 OLD BUCKINGHAM ROAD,Cumberland County,CUMBERLAND,37.49344363,-78.17851753,2019-09-11,23040,3.0 - 5.0 Mile,1640,4.95
649 OLD BUCKINGHAM ROAD,Cumberland County,CUMBERLAND,37.49355578,-78.1787539,2019-09-11,23040,3.0 - 5.0 Mile,1642,4.95
23 TRENT LANE,Cumberland County,CUMBERLAND,37.49549412,-78.17847545,2019-09-11,23040,3.0 - 5.0 Mile,1565,4.83
25 TRENT LANE,Cumberland County,CUMBERLAND,37.49557147,-78.17947958,2019-09-11,23040,3.0 - 5.0 Mile,1578,4.85
645 OLD BUCKINGHAM ROAD,Cumberland County,CUMBERLAND,37.49415005,-78.17963415,2019-09-11,23040,3.0 - 5.0 Mile,1627,4.94
399 OLD BUCKINGHAM ROAD,Cumberland County,CUMBERLAND,37.50422763,-78.19583825,2019-09-11,23040,3.0 - 5.0 Mile,1638,4.95
355 OLD BUCKINGHAM ROAD,Cumberland County,CUMBERLAND,37.50842349,-78.19556762,2019-09-11,23040,3.0 - 5.0 Mile,1513,4.74
377 OLD BUCKINGHAM ROAD,Cumberland County,CUMBERLAND,37.50691391,-78.19536095,2019-09-11,23040,3.0 - 5.0 Mile,1543,4.80
353 OLD BUCKINGHAM ROAD,Cumberland County,CUMBERLAND,37.50698968,-78.19835323,2019-09-11,23040,3.0 - 5.0 Mile,1613,4.92
387 OLD BUCKINGHAM ROAD,Cumberland County,CUMBERLAND,37.50505436,-78.19757297,2019-09-11,23040,3.0 - 5.0 Mile,1672,4.98
55 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.5025758,-78.19069652,2019-09-11,23040,3.0 - 5.0 Mile,1572,4.84
57 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50261554,-78.19014508,2019-09-11,23040,3.0 - 5.0 Mile,1556,4.82
63 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50215983,-78.18907888,2019-09-11,23040,3.0 - 5.0 Mile,1546,4.80
77 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50423946,-78.18790139,2019-09-11,23040,3.0 - 5.0 Mile,1470,4.65
93 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50393256,-78.18632744,2019-09-11,23040,3.0 - 5.0 Mile,1449,4.61
74 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50162253,-78.18830589,2019-09-11,23040,3.0 - 5.0 Mile,1548,4.80
66 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50110163,-78.18854922,2019-09-11,23040,3.0 - 5.0 Mile,1573,4.84
76 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50123797,-78.18820412,2019-09-11,23040,3.0 - 5.0 Mile,1559,4.82
92 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50111471,-78.18570673,2019-09-11,23040,3.0 - 5.0 Mile,1515,4.74
120 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.5023693,-78.18299145,2019-09-11,23040,3.0 - 5.0 Mile,1431,4.58
105 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50321567,-78.1851413,2019-09-11,23040,3.0 - 5.0 Mile,1446,4.61
119 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50359023,-78.18406302,2019-09-11,23040,3.0 - 5.0 Mile,1418,4.55
118 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50219817,-78.18315367,2019-09-11,23040,3.0 - 5.0 Mile,1441,4.59
132 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50283017,-78.18211737,2019-09-11,23040,3.0 - 5.0 Mile,1396,4.53
266 MAXEYS MILL ROAD,Cumberland County,CUMBERLAND,37.50594449,-78.18215097,2019-09-11,23040,3.0 - 5.0 Mile,1281,4.36
274 MAXEYS MILL ROAD,Cumberland County,CUMBERLAND,37.50510878,-78.18168591,2019-09-11,23040,3.0 - 5.0 Mile,1301,4.39
280 MAXEYS MILL ROAD,Cumberland County,CUMBERLAND,37.50450434,-78.18148174,2019-09-11,23040,3.0 - 5.0 Mile,1323,4.41
137 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50385041,-78.18191925,2019-09-11,23040,3.0 - 5.0 Mile,1353,4.46
133 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50378303,-78.18238253,2019-09-11,23040,3.0 - 5.0 Mile,1370,4.48
283 MAXEYS MILL ROAD,Cumberland County,CUMBERLAND,37.50463432,-78.18081964,2019-09-11,23040,3.0 - 5.0 Mile,1296,4.38
151 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50422941,-78.18045124,2019-09-11,23040,3.0 - 5.0 Mile,1305,4.39
167 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50444168,-78.1793643,2019-09-11,23040,3.0 - 5.0 Mile,1276,4.35
164 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50230916,-78.1784638,2019-09-11,23040,3.0 - 5.0 Mile,1337,4.44
154 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50380236,-78.18006715,2019-09-11,23040,3.0 - 5.0 Mile,1316,4.40
156 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50386737,-78.17974713,2019-09-11,23040,3.0 - 5.0 Mile,1302,4.39
162 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50394111,-78.17940503,2019-09-11,23040,3.0 - 5.0 Mile,1292,4.37
168 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.5039706,-78.17894183,2019-09-11,23040,3.0 - 5.0 Mile,1283,4.36
166 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.503003,-78.17843327,2019-09-11,23040,3.0 - 5.0 Mile,1307,4.40
199 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50493146,-78.17404659,2019-09-11,23040,3.0 - 5.0 Mile,1188,4.15
261 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50382168,-78.17083878,2019-09-11,23040,3.0 - 5.0 Mile,1178,4.12
228 GOSHEN ROAD,Cumberland County,CUMBERLAND,37.50235895,-78.17363483,2019-09-11,23040,3.0 - 5.0 Mile,1257,4.29
482 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.51343613,-78.13480854,2019-09-11,23040,2.0 - 3.0 Mile,637,2.79
215 FRENCHS STORE ROAD,Cumberland County,POWHATAN,37.52111288,-78.11161711,2019-09-11,23040,2.0 - 3.0 Mile,525,2.36
277 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.52065431,-78.11954305,2019-09-11,23040,2.0 - 3.0 Mile,504,2.29
290 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.52101021,-78.12033212,2019-09-11,23040,2.0 - 3.0 Mile,493,2.26
249 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.52213208,-78.11604865,2019-09-11,23040,2.0 - 3.0 Mile,483,2.23
265 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.52143783,-78.11855741,2019-09-11,23040,2.0 - 3.0 Mile,489,2.24
266 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.5215959,-78.11918956,2019-09-11,23040,2.0 - 3.0 Mile,484,2.23
248 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.52315732,-78.11861797,2019-09-11,23040,2.0 - 3.0 Mile,454,2.13
127 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53194881,-78.12223466,2019-09-11,23040,1.0 - 2.0 Mile,278,1.50
6533 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53255417,-78.11332421,2019-09-11,23139,1.0 - 2.0 Mile,312,1.59
6535 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53246943,-78.11683477,2019-09-11,23139,1.0 - 2.0 Mile,289,1.53
6540 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53402926,-78.1121187,2019-09-11,23139,1.0 - 2.0 Mile,291,1.53
6542 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53419201,-78.11213643,2019-09-11,23139,1.0 - 2.0 Mile,284,1.52
7 HOSTEN LANE,Cumberland County,POWHATAN,37.53474808,-78.11484517,2019-09-11,23139,1.0 - 2.0 Mile,258,1.42
6546 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53510211,-78.1122896,2019-09-11,23139,1.0 - 2.0 Mile,268,1.46
6554 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53538383,-78.11371216,2019-09-11,23139,1.0 - 2.0 Mile,255,1.41
119 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53298309,-78.12157878,2019-09-11,23040,1.0 - 2.0 Mile,261,1.43
113 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53356772,-78.12271947,2019-09-11,23040,1.0 - 2.0 Mile,244,1.38
101 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.5350497,-78.12212049,2019-09-11,23040,1.0 - 2.0 Mile,222,1.29
102 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53442049,-78.12424335,2019-09-11,23040,1.0 - 2.0 Mile,230,1.31
96 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53376056,-78.12659309,2019-09-11,23040,1.0 - 2.0 Mile,238,1.36
90 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53464525,-78.12579997,2019-09-11,23040,1.0 - 2.0 Mile,225,1.30
88 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53490132,-78.12484236,2019-09-11,23040,1.0 - 2.0 Mile,219,1.28
84 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53535675,-78.1248598,2019-09-11,23040,1.0 - 2.0 Mile,210,1.25
80 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53592203,-78.12485698,2019-09-11,23040,1.0 - 2.0 Mile,198,1.21
78 FRENCHS STORE ROAD,Cumberland County,CUMBERLAND,37.53656694,-78.1252087,2019-09-11,23040,1.0 - 2.0 Mile,186,1.16
